year,month,month_num,race,gender,age_group,education_level,industry,labor_force_thousands,employed_thousands,unemployed_thousands,unemployment_rate
2023,July,7,Hispanic,Female,35-44,Some College,Education,786,758,28,3.6
2023,July,7,Hispanic,Female,35-44,Some College,Retail,818,774,44,5.4
2023,July,7,Hispanic,Female,35-44,Bachelor's+,Healthcare,939,924,15,1.7
2023,July,7,Hispanic,Female,35-44,Bachelor's+,Finance,953,933,20,2.2
2023,July,7,Hispanic,Female,35-44,Bachelor's+,Technology,989,974,15,1.6
2023,July,7,Hispanic,Female,35-44,Bachelor's+,Education,963,944,19,2.0
2023,July,7,Hispanic,Female,35-44,Bachelor's+,Retail,949,924,25,2.7
2023,July,7,Hispanic,Female,45-54,Less than High School,Healthcare,455,431,24,5.4
2023,July,7,Hispanic,Female,45-54,Less than High School,Finance,470,441,29,6.2
2023,July,7,Hispanic,Female,45-54,Less than High School,Technology,469,447,22,4.7
2023,July,7,Hispanic,Female,45-54,Less than High School,Education,460,434,26,5.8
2023,July,7,Hispanic,Female,45-54,Less than High School,Retail,459,418,41,9.1
2023,July,7,Hispanic,Female,45-54,High School,Healthcare,936,899,37,4.0
2023,July,7,Hispanic,Female,45-54,High School,Finance,931,891,40,4.3
2023,July,7,Hispanic,Female,45-54,High School,Technology,944,912,32,3.4
2023,July,7,Hispanic,Female,45-54,High School,Education,909,871,38,4.2
2023,July,7,Hispanic,Female,45-54,High School,Retail,894,839,55,6.2
2023,July,7,Hispanic,Female,45-54,Some College,Healthcare,750,728,22,3.0
2023,July,7,Hispanic,Female,45-54,Some College,Finance,772,747,25,3.3
2023,July,7,Hispanic,Female,45-54,Some College,Technology,759,738,21,2.8
2023,July,7,Hispanic,Female,45-54,Some College,Education,745,722,23,3.1
2023,July,7,Hispanic,Female,45-54,Some College,Retail,747,711,36,4.9
2023,July,7,Hispanic,Female,45-54,Bachelor's+,Healthcare,933,919,14,1.6
2023,July,7,Hispanic,Female,45-54,Bachelor's+,Finance,926,908,18,2.0
2023,July,7,Hispanic,Female,45-54,Bachelor's+,Technology,912,899,13,1.5
2023,July,7,Hispanic,Female,45-54,Bachelor's+,Education,945,929,16,1.7
2023,July,7,Hispanic,Female,45-54,Bachelor's+,Retail,912,890,22,2.5
2023,July,7,Hispanic,Female,55+,Less than High School,Healthcare,482,458,24,5.1
2023,July,7,Hispanic,Female,55+,Less than High School,Finance,490,462,28,5.8
2023,July,7,Hispanic,Female,55+,Less than High School,Technology,489,468,21,4.4
2023,July,7,Hispanic,Female,55+,Less than High School,Education,476,450,26,5.5
2023,July,7,Hispanic,Female,55+,Less than High School,Retail,494,454,40,8.2
2023,July,7,Hispanic,Female,55+,High School,Healthcare,975,938,37,3.8
2023,July,7,Hispanic,Female,55+,High School,Finance,958,919,39,4.1
2023,July,7,Hispanic,Female,55+,High School,Technology,995,966,29,3.0
2023,July,7,Hispanic,Female,55+,High School,Education,955,919,36,3.8
2023,July,7,Hispanic,Female,55+,High School,Retail,977,921,56,5.8
2023,July,7,Hispanic,Female,55+,Some College,Healthcare,812,791,21,2.6
2023,July,7,Hispanic,Female,55+,Some College,Finance,799,775,24,3.1
2023,July,7,Hispanic,Female,55+,Some College,Technology,830,810,20,2.5
2023,July,7,Hispanic,Female,55+,Some College,Education,829,806,23,2.8
2023,July,7,Hispanic,Female,55+,Some College,Retail,805,768,37,4.6
2023,July,7,Hispanic,Female,55+,Bachelor's+,Healthcare,992,979,13,1.4
2023,July,7,Hispanic,Female,55+,Bachelor's+,Finance,973,958,15,1.6
2023,July,7,Hispanic,Female,55+,Bachelor's+,Technology,944,930,14,1.5
2023,July,7,Hispanic,Female,55+,Bachelor's+,Education,996,982,14,1.5
2023,July,7,Hispanic,Female,55+,Bachelor's+,Retail,949,926,23,2.5
2023,August,8,White,Male,20-24,Less than High School,Healthcare,1116,1018,98,8.8
2023,August,8,White,Male,20-24,Less than High School,Finance,1091,980,111,10.2
2023,August,8,White,Male,20-24,Less than High School,Technology,1114,1028,86,7.8
2023,August,8,White,Male,20-24,Less than High School,Education,1104,1000,104,9.5
2023,August,8,White,Male,20-24,Less than High School,Retail,1089,932,157,14.5
2023,August,8,White,Male,20-24,High School,Healthcare,2247,2110,137,6.1
2023,August,8,White,Male,20-24,High School,Finance,2230,2068,162,7.3
2023,August,8,White,Male,20-24,High School,Technology,2201,2083,118,5.4
2023,August,8,White,Male,20-24,High School,Education,2243,2095,148,6.6
2023,August,8,White,Male,20-24,High School,Retail,2191,1968,223,10.2
2023,August,8,White,Male,20-24,Some College,Healthcare,1824,1731,93,5.1
2023,August,8,White,Male,20-24,Some College,Finance,1794,1692,102,5.7
2023,August,8,White,Male,20-24,Some College,Technology,1833,1755,78,4.3
2023,August,8,White,Male,20-24,Some College,Education,1826,1732,94,5.2
2023,August,8,White,Male,20-24,Some College,Retail,1875,1727,148,7.9
2023,August,8,White,Male,20-24,Bachelor's+,Healthcare,2216,2157,59,2.7
2023,August,8,White,Male,20-24,Bachelor's+,Finance,2184,2115,69,3.2
2023,August,8,White,Male,20-24,Bachelor's+,Technology,2212,2159,53,2.4
2023,August,8,White,Male,20-24,Bachelor's+,Education,2212,2153,59,2.7
2023,August,8,White,Male,20-24,Bachelor's+,Retail,2209,2108,101,4.6
2023,August,8,White,Male,25-34,Less than High School,Healthcare,2255,2140,115,5.1
2023,August,8,White,Male,25-34,Less than High School,Finance,2163,2042,121,5.6
2023,August,8,White,Male,25-34,Less than High School,Technology,2192,2096,96,4.4
2023,August,8,White,Male,25-34,Less than High School,Education,2179,2068,111,5.1
2023,August,8,White,Male,25-34,Less than High School,Retail,2247,2063,184,8.2
2023,August,8,White,Male,25-34,High School,Healthcare,4406,4248,158,3.6
2023,August,8,White,Male,25-34,High School,Finance,4485,4302,183,4.1
2023,August,8,White,Male,25-34,High School,Technology,4358,4232,126,2.9
2023,August,8,White,Male,25-34,High School,Education,4307,4140,167,3.9
2023,August,8,White,Male,25-34,High School,Retail,4504,4239,265,5.9
2023,August,8,White,Male,25-34,Some College,Healthcare,3615,3518,97,2.7
2023,August,8,White,Male,25-34,Some College,Finance,3596,3478,118,3.3
2023,August,8,White,Male,25-34,Some College,Technology,3604,3518,86,2.4
2023,August,8,White,Male,25-34,Some College,Education,3768,3655,113,3.0
2023,August,8,White,Male,25-34,Some College,Retail,3764,3591,173,4.6
2023,August,8,White,Male,25-34,Bachelor's+,Healthcare,4290,4226,64,1.5
2023,August,8,White,Male,25-34,Bachelor's+,Finance,4348,4270,78,1.8
2023,August,8,White,Male,25-34,Bachelor's+,Technology,4303,4239,64,1.5
2023,August,8,White,Male,25-34,Bachelor's+,Education,4514,4442,72,1.6
2023,August,8,White,Male,25-34,Bachelor's+,Retail,4269,4171,98,2.3
2023,August,8,White,Male,35-44,Less than High School,Healthcare,2142,2055,87,4.1
2023,August,8,White,Male,35-44,Less than High School,Finance,2142,2042,100,4.7
2023,August,8,White,Male,35-44,Less than High School,Technology,2086,2018,68,3.3
2023,August,8,White,Male,35-44,Less than High School,Education,2123,2034,89,4.2
2023,August,8,White,Male,35-44,Less than High School,Retail,2131,1997,134,6.3
2023,August,8,White,Male,35-44,High School,Healthcare,4201,4080,121,2.9
2023,August,8,White,Male,35-44,High School,Finance,4188,4063,125,3.0
2023,August,8,White,Male,35-44,High School,Technology,4141,4034,107,2.6
2023,August,8,White,Male,35-44,High School,Education,4274,4146,128,3.0
2023,August,8,White,Male,35-44,High School,Retail,4158,3963,195,4.7
2023,August,8,White,Male,35-44,Some College,Healthcare,3496,3416,80,2.3
2023,August,8,White,Male,35-44,Some College,Finance,3479,3389,90,2.6
2023,August,8,White,Male,35-44,Some College,Technology,3420,3359,61,1.8
2023,August,8,White,Male,35-44,Some College,Education,3562,3481,81,2.3
2023,August,8,White,Male,35-44,Some College,Retail,3413,3287,126,3.7
2023,August,8,White,Male,35-44,Bachelor's+,Healthcare,4171,4126,45,1.1
2023,August,8,White,Male,35-44,Bachelor's+,Finance,4297,4242,55,1.3
2023,August,8,White,Male,35-44,Bachelor's+,Technology,4120,4071,49,1.2
2023,August,8,White,Male,35-44,Bachelor's+,Education,4229,4183,46,1.1
2023,August,8,White,Male,35-44,Bachelor's+,Retail,4293,4216,77,1.8
2023,August,8,White,Male,45-54,Less than High School,Healthcare,1966,1892,74,3.8
2023,August,8,White,Male,45-54,Less than High School,Finance,1972,1892,80,4.1
2023,August,8,White,Male,45-54,Less than High School,Technology,2031,1964,67,3.3
2023,August,8,White,Male,45-54,Less than High School,Education,2004,1922,82,4.1
2023,August,8,White,Male,45-54,Less than High School,Retail,2028,1905,123,6.1
2023,August,8,White,Male,45-54,High School,Healthcare,3942,3844,98,2.5
2023,August,8,White,Male,45-54,High School,Finance,3962,3848,114,2.9
2023,August,8,White,Male,45-54,High School,Technology,3943,3853,90,2.3
2023,August,8,White,Male,45-54,High School,Education,3911,3794,117,3.0
2023,August,8,White,Male,45-54,High School,Retail,3987,3816,171,4.3
2023,August,8,White,Male,45-54,Some College,Healthcare,3287,3218,69,2.1
2023,August,8,White,Male,45-54,Some College,Finance,3366,3286,80,2.4
2023,August,8,White,Male,45-54,Some College,Technology,3286,3231,55,1.7
2023,August,8,White,Male,45-54,Some College,Education,3355,3282,73,2.2
2023,August,8,White,Male,45-54,Some College,Retail,3270,3166,104,3.2
2023,August,8,White,Male,45-54,Bachelor's+,Healthcare,4013,3969,44,1.1
2023,August,8,White,Male,45-54,Bachelor's+,Finance,4046,3998,48,1.2
2023,August,8,White,Male,45-54,Bachelor's+,Technology,4112,4067,45,1.1
2023,August,8,White,Male,45-54,Bachelor's+,Education,4021,3973,48,1.2
2023,August,8,White,Male,45-54,Bachelor's+,Retail,3956,3889,67,1.7
2023,August,8,White,Male,55+,Less than High School,Healthcare,2140,2068,72,3.4
2023,August,8,White,Male,55+,Less than High School,Finance,2080,1999,81,3.9
2023,August,8,White,Male,55+,Less than High School,Technology,2094,2027,67,3.2
2023,August,8,White,Male,55+,Less than High School,Education,2099,2024,75,3.6
2023,August,8,White,Male,55+,Less than High School,Retail,2146,2026,120,5.6
2023,August,8,White,Male,55+,High School,Healthcare,4305,4206,99,2.3
2023,August,8,White,Male,55+,High School,Finance,4145,4034,111,2.7
2023,August,8,White,Male,55+,High School,Technology,4137,4051,86,2.1
2023,August,8,White,Male,55+,High School,Education,4266,4151,115,2.7
2023,August,8,White,Male,55+,High School,Retail,4157,3987,170,4.1
2023,August,8,White,Male,55+,Some College,Healthcare,3580,3512,68,1.9
2023,August,8,White,Male,55+,Some College,Finance,3565,3480,85,2.4
2023,August,8,White,Male,55+,Some College,Technology,3553,3486,67,1.9
2023,August,8,White,Male,55+,Some College,Education,3437,3365,72,2.1
2023,August,8,White,Male,55+,Some College,Retail,3528,3423,105,3.0
2023,August,8,White,Male,55+,Bachelor's+,Healthcare,4092,4052,40,1.0
2023,August,8,White,Male,55+,Bachelor's+,Finance,4084,4040,44,1.1
2023,August,8,White,Male,55+,Bachelor's+,Technology,4202,4160,42,1.0
2023,August,8,White,Male,55+,Bachelor's+,Education,4287,4236,51,1.2
2023,August,8,White,Male,55+,Bachelor's+,Retail,4081,4004,77,1.9
2023,August,8,White,Female,20-24,Less than High School,Healthcare,998,906,92,9.3
2023,August,8,White,Female,20-24,Less than High School,Finance,1028,923,105,10.3
2023,August,8,White,Female,20-24,Less than High School,Technology,1022,939,83,8.2
2023,August,8,White,Female,20-24,Less than High School,Education,1025,926,99,9.7
2023,August,8,White,Female,20-24,Less than High School,Retail,985,838,147,15.0
2023,August,8,White,Female,20-24,High School,Healthcare,2033,1901,132,6.5
2023,August,8,White,Female,20-24,High School,Finance,1989,1848,141,7.1
2023,August,8,White,Female,20-24,High School,Technology,1974,1860,114,5.8
2023,August,8,White,Female,20-24,High School,Education,2030,1886,144,7.1
2023,August,8,White,Female,20-24,High School,Retail,1994,1787,207,10.4
2023,August,8,White,Female,20-24,Some College,Healthcare,1697,1611,86,5.1
2023,August,8,White,Female,20-24,Some College,Finance,1693,1597,96,5.7
2023,August,8,White,Female,20-24,Some College,Technology,1671,1595,76,4.6
2023,August,8,White,Female,20-24,Some College,Education,1658,1567,91,5.5
2023,August,8,White,Female,20-24,Some College,Retail,1647,1514,133,8.1
2023,August,8,White,Female,20-24,Bachelor's+,Healthcare,2032,1978,54,2.7
2023,August,8,White,Female,20-24,Bachelor's+,Finance,2025,1965,60,3.0
2023,August,8,White,Female,20-24,Bachelor's+,Technology,2037,1987,50,2.5
2023,August,8,White,Female,20-24,Bachelor's+,Education,1980,1919,61,3.1
2023,August,8,White,Female,20-24,Bachelor's+,Retail,2061,1965,96,4.7
2023,August,8,White,Female,25-34,Less than High School,Healthcare,2064,1961,103,5.0
2023,August,8,White,Female,25-34,Less than High School,Finance,2022,1905,117,5.8
2023,August,8,White,Female,25-34,Less than High School,Technology,2058,1970,88,4.3
2023,August,8,White,Female,25-34,Less than High School,Education,2026,1915,111,5.5
2023,August,8,White,Female,25-34,Less than High School,Retail,2028,1862,166,8.2
2023,August,8,White,Female,25-34,High School,Healthcare,4164,4015,149,3.6
2023,August,8,White,Female,25-34,High School,Finance,4144,3979,165,4.0
2023,August,8,White,Female,25-34,High School,Technology,4000,3876,124,3.1
2023,August,8,White,Female,25-34,High School,Education,4008,3852,156,3.9
2023,August,8,White,Female,25-34,High School,Retail,4171,3930,241,5.8
2023,August,8,White,Female,25-34,Some College,Healthcare,3376,3275,101,3.0
2023,August,8,White,Female,25-34,Some College,Finance,3475,3368,107,3.1
2023,August,8,White,Female,25-34,Some College,Technology,3310,3228,82,2.5
2023,August,8,White,Female,25-34,Some College,Education,3365,3268,97,2.9
2023,August,8,White,Female,25-34,Some College,Retail,3465,3310,155,4.5
2023,August,8,White,Female,25-34,Bachelor's+,Healthcare,4088,4023,65,1.6
2023,August,8,White,Female,25-34,Bachelor's+,Finance,3977,3906,71,1.8
2023,August,8,White,Female,25-34,Bachelor's+,Technology,4118,4057,61,1.5
2023,August,8,White,Female,25-34,Bachelor's+,Education,4055,3991,64,1.6
2023,August,8,White,Female,25-34,Bachelor's+,Retail,4062,3961,101,2.5
2023,August,8,White,Female,35-44,Less than High School,Healthcare,1912,1836,76,4.0
2023,August,8,White,Female,35-44,Less than High School,Finance,1943,1852,91,4.7
2023,August,8,White,Female,35-44,Less than High School,Technology,1895,1829,66,3.5
2023,August,8,White,Female,35-44,Less than High School,Education,1968,1880,88,4.5
2023,August,8,White,Female,35-44,Less than High School,Retail,1948,1816,132,6.8
2023,August,8,White,Female,35-44,High School,Healthcare,3976,3865,111,2.8
2023,August,8,White,Female,35-44,High School,Finance,3906,3770,136,3.5
2023,August,8,White,Female,35-44,High School,Technology,3935,3829,106,2.7
2023,August,8,White,Female,35-44,High School,Education,3971,3852,119,3.0
2023,August,8,White,Female,35-44,High School,Retail,3953,3768,185,4.7
2023,August,8,White,Female,35-44,Some College,Healthcare,3156,3087,69,2.2
2023,August,8,White,Female,35-44,Some College,Finance,3197,3118,79,2.5
2023,August,8,White,Female,35-44,Some College,Technology,3215,3148,67,2.1
2023,August,8,White,Female,35-44,Some College,Education,3204,3128,76,2.4
2023,August,8,White,Female,35-44,Some College,Retail,3276,3155,121,3.7
2023,August,8,White,Female,35-44,Bachelor's+,Healthcare,3979,3932,47,1.2
2023,August,8,White,Female,35-44,Bachelor's+,Finance,3941,3886,55,1.4
2023,August,8,White,Female,35-44,Bachelor's+,Technology,3932,3881,51,1.3
2023,August,8,White,Female,35-44,Bachelor's+,Education,3918,3871,47,1.2
2023,August,8,White,Female,35-44,Bachelor's+,Retail,3921,3847,74,1.9
2023,August,8,White,Female,45-54,Less than High School,Healthcare,1829,1760,69,3.8
2023,August,8,White,Female,45-54,Less than High School,Finance,1875,1795,80,4.3
2023,August,8,White,Female,45-54,Less than High School,Technology,1849,1788,61,3.3
2023,August,8,White,Female,45-54,Less than High School,Education,1811,1739,72,4.0
2023,August,8,White,Female,45-54,Less than High School,Retail,1882,1764,118,6.3
2023,August,8,White,Female,45-54,High School,Healthcare,3629,3535,94,2.6
2023,August,8,White,Female,45-54,High School,Finance,3681,3571,110,3.0
2023,August,8,White,Female,45-54,High School,Technology,3679,3588,91,2.5
2023,August,8,White,Female,45-54,High School,Education,3585,3474,111,3.1
2023,August,8,White,Female,45-54,High School,Retail,3727,3560,167,4.5
2023,August,8,White,Female,45-54,Some College,Healthcare,3069,2999,70,2.3
2023,August,8,White,Female,45-54,Some College,Finance,3091,3020,71,2.3
2023,August,8,White,Female,45-54,Some College,Technology,2998,2945,53,1.8
2023,August,8,White,Female,45-54,Some College,Education,3030,2961,69,2.3
2023,August,8,White,Female,45-54,Some College,Retail,3150,3043,107,3.4
2023,August,8,White,Female,45-54,Bachelor's+,Healthcare,3605,3569,36,1.0
2023,August,8,White,Female,45-54,Bachelor's+,Finance,3647,3596,51,1.4
2023,August,8,White,Female,45-54,Bachelor's+,Technology,3667,3623,44,1.2
2023,August,8,White,Female,45-54,Bachelor's+,Education,3609,3570,39,1.1
2023,August,8,White,Female,45-54,Bachelor's+,Retail,3620,3555,65,1.8
2023,August,8,White,Female,55+,Less than High School,Healthcare,1905,1839,66,3.5
2023,August,8,White,Female,55+,Less than High School,Finance,1965,1885,80,4.1
2023,August,8,White,Female,55+,Less than High School,Technology,1938,1878,60,3.1
2023,August,8,White,Female,55+,Less than High School,Education,1879,1808,71,3.8
2023,August,8,White,Female,55+,Less than High School,Retail,1885,1772,113,6.0
2023,August,8,White,Female,55+,High School,Healthcare,3919,3814,105,2.7
2023,August,8,White,Female,55+,High School,Finance,3952,3842,110,2.8
2023,August,8,White,Female,55+,High School,Technology,3858,3766,92,2.4
2023,August,8,White,Female,55+,High School,Education,3797,3687,110,2.9
2023,August,8,White,Female,55+,High School,Retail,3861,3703,158,4.1
2023,August,8,White,Female,55+,Some College,Healthcare,3259,3198,61,1.9
2023,August,8,White,Female,55+,Some College,Finance,3178,3105,73,2.3
2023,August,8,White,Female,55+,Some College,Technology,3133,3074,59,1.9
2023,August,8,White,Female,55+,Some College,Education,3208,3144,64,2.0
2023,August,8,White,Female,55+,Some College,Retail,3222,3119,103,3.2
2023,August,8,White,Female,55+,Bachelor's+,Healthcare,3877,3839,38,1.0
2023,August,8,White,Female,55+,Bachelor's+,Finance,3873,3819,54,1.4
2023,August,8,White,Female,55+,Bachelor's+,Technology,3856,3818,38,1.0
2023,August,8,White,Female,55+,Bachelor's+,Education,3871,3833,38,1.0
2023,August,8,White,Female,55+,Bachelor's+,Retail,3938,3864,74,1.9
2023,August,8,Black,Male,20-24,Less than High School,Healthcare,180,153,27,15.3
2023,August,8,Black,Male,20-24,Less than High School,Finance,182,151,31,17.3
2023,August,8,Black,Male,20-24,Less than High School,Technology,185,161,24,13.4
2023,August,8,Black,Male,20-24,Less than High School,Education,180,151,29,16.4
2023,August,8,Black,Male,20-24,Less than High School,Retail,183,138,45,25.0
2023,August,8,Black,Male,20-24,High School,Healthcare,369,330,39,10.6
2023,August,8,Black,Male,20-24,High School,Finance,371,327,44,12.1
2023,August,8,Black,Male,20-24,High School,Technology,366,332,34,9.5
2023,August,8,Black,Male,20-24,High School,Education,355,315,40,11.4
2023,August,8,Black,Male,20-24,High School,Retail,368,304,64,17.4
2023,August,8,Black,Male,20-24,Some College,Healthcare,303,278,25,8.5
2023,August,8,Black,Male,20-24,Some College,Finance,302,274,28,9.3
2023,August,8,Black,Male,20-24,Some College,Technology,300,279,21,7.3
2023,August,8,Black,Male,20-24,Some College,Education,306,279,27,9.0
2023,August,8,Black,Male,20-24,Some College,Retail,291,252,39,13.7
